Country,ProvinceName,PostalCode,PostalArea
South Africa,Limpopo,0998,Malamulele
South Africa,Limpopo,0999,Malamulele
South Africa,Gauteng,1000,Cullinan
South Africa,Gauteng,1001,Rayton
South Africa,Gauteng,1002,Cullinan
South Africa,Gauteng,1003,Cullinan
South Africa,Gauteng,1004,Cullinan
South Africa,Gauteng,1005,Cullinan
South Africa,Gauteng,1007,Malamulele
South Africa,Gauteng,1008,Malamulele
South Africa,Gauteng,1020,Bronkhorstspruit
South Africa,Gauteng,1021,Bronkhorstspruit
South Africa,Gauteng,1022,Bronkhorstspruit
South Africa,Gauteng,1023,Kwamhlanga
South Africa,Gauteng,1024,Bronkhorstspruit
South Africa,Gauteng,1025,Bronkhorstspruit
South Africa,Gauteng,1026,Bronkhorstspruit
South Africa,Gauteng,1027,Bronkhorstspruit
South Africa,Gauteng,1028,Bronkhorstspruit
South Africa,Mpumalanga,1030,Groblersdal
South Africa,Mpumalanga,1031,Undetermined
South Africa,Mpumalanga,1032,Witbank
South Africa,Mpumalanga,1033,Coalville
South Africa,Mpumalanga,1034,Witbank
South Africa,Mpumalanga,1035,Witbank
South Africa,Mpumalanga,1036,Witbank
South Africa,Mpumalanga,1037,Witbank
South Africa,Mpumalanga,1038,Witbank
South Africa,Mpumalanga,1039,Witbank
South Africa,Mpumalanga,1040,Witbank
South Africa,Mpumalanga,1042,Witbank
South Africa,Mpumalanga,1043,Witbank
South Africa,Mpumalanga,1044,Witbank
South Africa,Mpumalanga,1045,Witbank
South Africa,Mpumalanga,1046,Witbank
South Africa,Mpumalanga,1047,Witbank
South Africa,Mpumalanga,1048,Witbank
South Africa,Mpumalanga,1049,Witbank
South Africa,Mpumalanga,1057,Monsterus
South Africa,Mpumalanga,1058,Sekhukhune
South Africa,Mpumalanga,1059,Mare
South Africa,Mpumalanga,1060,Groblersdal
South Africa,Mpumalanga,1061,Groblersdal
South Africa,Limpopo,1062,Marble hall
South Africa,Mpumalanga,1063,Sekhukhune
South Africa,Mpumalanga,1064,Groblersdal
South Africa,Mpumalanga,1067,Marulaneng
South Africa,Mpumalanga,1072,Witbank
South Africa,Mpumalanga,1073,Kwaguqa
South Africa,Mpumalanga,1074,Witbank
South Africa,Mpumalanga,1075,Witbank
South Africa,Mpumalanga,1076,Witbank
South Africa,Mpumalanga,1077,Witbank
South Africa,Mpumalanga,1078,Mpudulle
South Africa,Mpumalanga,1080,Witbank
South Africa,Mpumalanga,1081,Witbank
South Africa,Mpumalanga,1082,Witbank
South Africa,Mpumalanga,1085,Burgersfort
South Africa,Mpumalanga,1090,Witbank
South Africa,Mpumalanga,1093,Undetermined
South Africa,Mpumalanga,1095,Hendrina
South Africa,Mpumalanga,1096,Pullens hope
South Africa,Mpumalanga,1097,Rietkuil
South Africa,Mpumalanga,1098,Hendrina
South Africa,Mpumalanga,1100,Belfast
South Africa,Mpumalanga,1101,Belfast
South Africa,Mpumalanga,1102,Belfast
South Africa,Mpumalanga,1110,Dullstroom
South Africa,Mpumalanga,1112,Witbank
South Africa,Mpumalanga,1120,Lydenburg
South Africa,Mpumalanga,1121,Belfast
South Africa,Mpumalanga,1122,Lydenburg
South Africa,Mpumalanga,1123,Lydenburg
South Africa,Mpumalanga,1124,Sekhukhune
South Africa,Mpumalanga,1126,Lydenburg
South Africa,Mpumalanga,1127,Sekhukhune
South Africa,Mpumalanga,1128,Driekop
South Africa,Mpumalanga,1129,Driekop
South Africa,Mpumalanga,1130,Belfast
South Africa,Mpumalanga,1131,Driekop
South Africa,Mpumalanga,1132,Nelspruit
South Africa,Mpumalanga,1133,Steelpoort
South Africa,Mpumalanga,1150,Burgersfort
South Africa,Mpumalanga,1151,Belfast
South Africa,Mpumalanga,1152,Belfast
South Africa,Mpumalanga,1153,Belfast
South Africa,Mpumalanga,1154,Penge
South Africa,Mpumalanga,1160,Burgersfort
South Africa,Mpumalanga,1170,Machadodorp
South Africa,Mpumalanga,1184,Undetermined
South Africa,Mpumalanga,1185,Carolina
South Africa,Mpumalanga,1190,Badplaas
South Africa,Mpumalanga,1192,Belfast
South Africa,Mpumalanga,1193,Belfast
South Africa,Mpumalanga,1194,Belfast
South Africa,Mpumalanga,1195,Waterval-boven
South Africa,Mpumalanga,1200,Nelspruit
South Africa,Mpumalanga,1201,Nelspruit
South Africa,Mpumalanga,1202,Nelspruit
South Africa,Mpumalanga,1203,Nelspruit
South Africa,Mpumalanga,1204,Nelspruit
South Africa,Mpumalanga,1205,Nelspruit
South Africa,Mpumalanga,1206,Nelspruit
South Africa,Mpumalanga,1207,Nelspruit
South Africa,Mpumalanga,1208,Nelspruit
South Africa,Mpumalanga,1209,Nelspruit
South Africa,Mpumalanga,1211,Nelspruit
South Africa,Mpumalanga,1212,Nelspruit
South Africa,Mpumalanga,1213,Nelspruit
South Africa,Mpumalanga,1214,Kanyamazane
South Africa,Mpumalanga,1215,Daantjie
South Africa,Mpumalanga,1216,Kanyamazane
South Africa,Mpumalanga,1217,Kanyamazane
South Africa,Mpumalanga,1218,Nelspruit
South Africa,Mpumalanga,1219,Nelspruit north
South Africa,Mpumalanga,1220,Nelspruit
South Africa,Mpumalanga,1222,Nelspruit
South Africa,Mpumalanga,1223,Nelspruit
South Africa,Mpumalanga,1224,Nelspruit
South Africa,Mpumalanga,1227,Acornhoek
South Africa,Mpumalanga,1234,Undetermined
South Africa,Mpumalanga,1240,Hazyview
South Africa,Mpumalanga,1241,Nelspruit
South Africa,Mpumalanga,1242,Hazyview
South Africa,Mpumalanga,1245,White river
South Africa,Mpumalanga,1246,Hazyview
South Africa,Mpumalanga,1247,Kabokweni
South Africa,Mpumalanga,1248,Nelspruit
South Africa,Mpumalanga,1249,Nelspruit
South Africa,Mpumalanga,1250,Kabokweni
South Africa,Mpumalanga,1251,Kabokweni
South Africa,Mpumalanga,1252,Kabokweni
South Africa,Mpumalanga,1253,Hazyview
South Africa,Mpumalanga,1254,Whiteriver
South Africa,Mpumalanga,1255,Bushbuckridge
South Africa,Mpumalanga,1256,White river
South Africa,Mpumalanga,1257,Legogote
South Africa,Mpumalanga,1258,Madras
South Africa,Mpumalanga,1260,Sabie
South Africa,Mpumalanga,1270,Graskop
South Africa,Mpumalanga,1271,Graskop
South Africa,Mpumalanga,1273,Graskop
South Africa,Mpumalanga,1274,Graskop
South Africa,Mpumalanga,1280,Bosbokrand
South Africa,Mpumalanga,1281,Nelspruit
South Africa,Mpumalanga,1282,Bushbuckridge
South Africa,Mpumalanga,1283,Bushbuckridge
South Africa,Mpumalanga,1284,Bushbuckridge
South Africa,Mpumalanga,1285,Bushbuckridge
South Africa,Mpumalanga,1286,Bosbokrand
South Africa,Mpumalanga,1287,Ximhungwe
South Africa,Mpumalanga,1288,Nelspruit
South Africa,Mpumalanga,1290,Sabie
South Africa,Mpumalanga,1291,Lilydale
South Africa,Mpumalanga,1295,Nelspruit
South Africa,Mpumalanga,1300,Barberton
South Africa,Mpumalanga,1301,Belfast
South Africa,Mpumalanga,1302,Nelspruit
South Africa,Mpumalanga,1303,Barberton
South Africa,Mpumalanga,1304,Nelspruit
South Africa,Mpumalanga,1307,Barberton
South Africa,Mpumalanga,1309,Barberton
South Africa,Mpumalanga,1320,Malelane
South Africa,Mpumalanga,1330,Hectorspruit
South Africa,Mpumalanga,1331,Malelane
South Africa,Mpumalanga,1332,Shongwe mission
South Africa,Mpumalanga,1333,Imbongozi
South Africa,Mpumalanga,1334,Nelspruit
South Africa,Mpumalanga,1335,Shongwe mission
South Africa,Mpumalanga,1336,Shongwe mission
South Africa,Mpumalanga,1337,Shongwe mission
South Africa,Mpumalanga,1340,Komatipoort
South Africa,Mpumalanga,1341,Komatipoort
South Africa,Mpumalanga,1342,Komatipoort
South Africa,Mpumalanga,1343,Komatipoort
South Africa,Mpumalanga,1344,Komatipoort
South Africa,Mpumalanga,1345,Komatipoort
South Africa,Mpumalanga,1346,Uthokozani
South Africa,Mpumalanga,1347,Kwalugedlane
South Africa,Mpumalanga,1348,Kwalugedlane
South Africa,Mpumalanga,1349,Nelspruit
South Africa,Mpumalanga,1350,Nelspruit
South Africa,Mpumalanga,1351,Skukuza
South Africa,Mpumalanga,1352,Kwalugedlane
South Africa,Mpumalanga,1353,Skukuza
South Africa,Mpumalanga,1354,Skukuza
South Africa,Mpumalanga,1355,Nelspruit
South Africa,Mpumalanga,1356,Skukuza
South Africa,Mpumalanga,1357,Kwa-sibhejane
South Africa,Mpumalanga,1358,Phiva
South Africa,Mpumalanga,1359,Mdladla
South Africa,Mpumalanga,1360,Acornhoek
South Africa,Mpumalanga,1361,Acornhoek
South Africa,Mpumalanga,1362,Hluvukani
South Africa,Mpumalanga,1363,Hluvukani
South Africa,Mpumalanga,1364,Hluvukani
South Africa,Mpumalanga,1365,Acornhoek
South Africa,Mpumalanga,1366,Thulamahashe
South Africa,Mpumalanga,1367,Acornhoek
South Africa,Mpumalanga,1368,Ximhungwe
South Africa,Mpumalanga,1369,Thulamahashe
South Africa,Mpumalanga,1370,Acornhoek
South Africa,Limpopo,1371,Hoedspruit
South Africa,Mpumalanga,1372,Liphungu
South Africa,Mpumalanga,1373,M'lapa-kgomo
South Africa,Mpumalanga,1374,Songeni
South Africa,Mpumalanga,1375,Rooiboklaagte
South Africa,Mpumalanga,1377,Kwalugedlane
South Africa,Mpumalanga,1378,Acornhoek
South Africa,Limpopo,1380,Hoedspruit
South Africa,Limpopo,1382,Hoedspruit
South Africa,Limpopo,1384,Hoedspruit
South Africa,Limpopo,1389,Phalaborwa
South Africa,Limpopo,1390,Phalaborwa
South Africa,Limpopo,1391,Phalaborwa
South Africa,Limpopo,1392,Phalaborwa
South Africa,Limpopo,1393,Phalaborwa
South Africa,Limpopo,1394,Phalaborwa
South Africa,Limpopo,1395,Phalaborwa
South Africa,Limpopo,1396,Phalaborwa
South Africa,Limpopo,1397,Namakgale
South Africa,Limpopo,1398,Batubatse
South Africa,Gauteng,1421,Katlehong
South Africa,Gauteng,1422,Germiston
South Africa,Gauteng,1423,Germiston
South Africa,Gauteng,1425,Katlehong
South Africa,Gauteng,1426,Katlehong
South Africa,Gauteng,1427,Tokoza
South Africa,Gauteng,1428,Alrode
South Africa,Gauteng,1429,Elandsfontein
South Africa,Gauteng,1431,Katlehong
South Africa,Gauteng,1432,Katlehong
South Africa,Gauteng,1435,Katlehong ext
South Africa,Gauteng,1436,Katlehong ext
South Africa,Gauteng,1437,Katlehong
South Africa,Gauteng,1438,Gauteng
South Africa,Gauteng,1439,Heidelberg
South Africa,Gauteng,1440,Heidelberg
South Africa,Gauteng,1441,Gauteng
South Africa,Gauteng,1442,Heidelberg
South Africa,Gauteng,1443,Heidelberg
South Africa,Gauteng,1444,Heidelberg
South Africa,Gauteng,1445,Katlehong
South Africa,Gauteng,1447,Alberton
South Africa,Gauteng,1448,Alberton
South Africa,Gauteng,1449,Alberton
South Africa,Gauteng,1450,Alberton
South Africa,Gauteng,1451,Alberton
South Africa,Gauteng,1452,Alberton
South Africa,Gauteng,1453,Alberton
South Africa,Gauteng,1454,Alberton
South Africa,Gauteng,1455,Alberton
South Africa,Gauteng,1456,Alberton
South Africa,Gauteng,1457,Alberton
South Africa,Gauteng,1458,Alberton
South Africa,Gauteng,1465,Atlaspark
South Africa,Gauteng,1468,Rusloo
South Africa,Gauteng,1473,Rusloo
South Africa,Gauteng,1475,Rusloo
South Africa,Gauteng,1476,Rusloo ext
South Africa,Gauteng,1481,Alberton
South Africa,Gauteng,1483,Jet park speed services networks
South Africa,Gauteng,1484,Alrode
South Africa,Gauteng,1486,Rusloo
South Africa,Gauteng,1491,Nigel
South Africa,Gauteng,1492,Nigel
South Africa,Gauteng,1494,Duduza
South Africa,Gauteng,1495,Nigel
South Africa,Gauteng,1496,Duduza
South Africa,Gauteng,1499,Undetermined
South Africa,Gauteng,1510,Bapsfontein
South Africa,Gauteng,1512,Petit
South Africa,Gauteng,1513,Putfontein
South Africa,Gauteng,1551,Tsakane
South Africa,Gauteng,1558,Springs
South Africa,Gauteng,1559,Springs
South Africa,Gauteng,1560,Springs
South Africa,Gauteng,1562,Springs
South Africa,Gauteng,1563,Springs
South Africa,Gauteng,1564,Springs
South Africa,Gauteng,1565,Springs
South Africa,Gauteng,1566,Springs
South Africa,Gauteng,1567,Springs
South Africa,Gauteng,1568,Springs
South Africa,Gauteng,1569,Springs
South Africa,Gauteng,1570,Springs
South Africa,Gauteng,1571,Springs
South Africa,Gauteng,1572,Springs
South Africa,Gauteng,1574,Springs
South Africa,Gauteng,1575,Kwathema
South Africa,Gauteng,1576,Kwathema
South Africa,Gauteng,1577,Springs
South Africa,Gauteng,1578,Springs
South Africa,Gauteng,1590,Nigel
South Africa,Gauteng,1600,Isando
South Africa,Gauteng,1601,Elandsfontein
South Africa,Gauteng,1609,Edenvale
South Africa,Gauteng,1610,Gauteng
South Africa,Gauteng,1611,Edenvale
South Africa,Gauteng,1612,Edenvale
South Africa,Gauteng,1613,Edenvale
South Africa,Gauteng,1614,Edenvale
South Africa,Gauteng,1617,Kempton gate
South Africa,Gauteng,1618,Kempton park
South Africa,Gauteng,1619,Kempton park
South Africa,Gauteng,1620,Kempton park
South Africa,Gauteng,1621,Kempton park
South Africa,Gauteng,1622,Kempton park
South Africa,Gauteng,1623,Kempton park
South Africa,Gauteng,1624,Kempton park
South Africa,Gauteng,1625,Kempton park
South Africa,Gauteng,1626,Kempton park
South Africa,Gauteng,1627,Kempton park
South Africa,Gauteng,1628,Kempton park
South Africa,Gauteng,1629,Kempton park
South Africa,Gauteng,1630,Kempton park
South Africa,Gauteng,1631,Kempton park
South Africa,Gauteng,1632,Kempton park
South Africa,Gauteng,1634,Kempton park
South Africa,Gauteng,1635,Tembisa
South Africa,Gauteng,1636,Tembisa
South Africa,Gauteng,1637,Tembisa
South Africa,Gauteng,1638,Kempton park
South Africa,Gauteng,1639,Kempton park
South Africa,Gauteng,1640,Tembisa
South Africa,Gauteng,1645,Edenvale
South Africa,Gauteng,1648,Undetermined
South Africa,Gauteng,1654,Undetermined
South Africa,Gauteng,1665,Olifantsfontein
South Africa,Gauteng,1666,Olifantsfontein
South Africa,Gauteng,1667,Olifantsfontein
South Africa,Gauteng,1680,Undetermined
South Africa,Gauteng,1682,Crowthorne
South Africa,Gauteng,1683,Randjesfontein
South Africa,Gauteng,1684,Halfway house
South Africa,Gauteng,1685,Allandale
South Africa,Gauteng,1686,Halfway house
South Africa,Gauteng,1687,Halfway house
South Africa,Gauteng,1688,Rabie ridge
South Africa,Gauteng,1689,Halfway house
South Africa,Gauteng,1690,Tembisa
South Africa,Gauteng,1691,Tembisa
South Africa,Gauteng,1692,Halfway house
South Africa,Gauteng,1693,Halfway house
South Africa,Gauteng,1698,Sybella
South Africa,Gauteng,1718,Krugersdorp
South Africa,Gauteng,1723,Dobsonville
South Africa,Gauteng,1724,Florida
South Africa,Gauteng,1738,Undetermined
South Africa,Gauteng,1739,Kagiso
South Africa,Gauteng,1740,Krugersdorp
South Africa,Gauteng,1741,Krugersdorp
South Africa,Gauteng,1742,Krugersdorp
South Africa,Gauteng,1743,Krugersdorp
South Africa,Gauteng,1744,Kagiso
South Africa,Gauteng,1745,Krugersdorp
South Africa,Gauteng,1746,Krugersdorp
South Africa,Gauteng,1747,Krugersdorp
South Africa,Gauteng,1748,Krugersdorp
South Africa,Gauteng,1749,Krugersdorp
South Africa,Gauteng,1750,Azaadville
South Africa,Gauteng,1751,Krugersdorp
South Africa,Gauteng,1752,Krugersdorp
South Africa,Gauteng,1753,Kagiso
South Africa,Gauteng,1754,Azaadville
South Africa,Gauteng,1755,Kagiso north
South Africa,Gauteng,1756,Krugersdorp
South Africa,Gauteng,1758,Kagiso east
South Africa,Gauteng,1759,Kocksvlei
South Africa,Gauteng,1760,Randfontein
South Africa,Gauteng,1763,Randfontein
South Africa,Gauteng,1764,Kocksvlei
South Africa,Gauteng,1765,Randfontein
South Africa,Gauteng,1766,Mohlakeng
South Africa,Gauteng,1767,Randfontein
South Africa,Gauteng,1771,Randfontein
South Africa,Gauteng,1772,Westonaria
South Africa,Gauteng,1775,Krugersdorp
South Africa,Gauteng,1779,Bekkersdal
South Africa,North West,1780,Westonaria
South Africa,Gauteng,1781,Westonaria
South Africa,Gauteng,1782,Bekkersdal
South Africa,Gauteng,1784,Westonaria
South Africa,Gauteng,1785,Westonaria
South Africa,North West,1786,Westonaria
South Africa,Gauteng,1787,Westonaria
South Africa,Gauteng,1788,Westonaria
South Africa,Gauteng,1789,Westonaria
South Africa,Gauteng,1790,Hekpoort
South Africa,Gauteng,1791,Krugersdorp
South Africa,Gauteng,1800,Dube
South Africa,Gauteng,1801,Dube
South Africa,Gauteng,1803,Meadowlands
South Africa,Gauteng,1804,Diepkloof
South Africa,Gauteng,1805,Orange farm
South Africa,Gauteng,1806,Orlando
South Africa,Gauteng,1809,Lenasia
South Africa,Gauteng,1811,Eldoradopark
South Africa,Gauteng,1812,Eldoradopark
South Africa,Gauteng,1813,Eldoradopark
South Africa,Gauteng,1814,Tshiawelo
South Africa,Gauteng,1815,Tshiawelo
South Africa,Gauteng,1816,Tshiawelo
South Africa,Gauteng,1817,Tshiawelo
South Africa,Gauteng,1818,Protea glen
South Africa,Gauteng,1819,Protea glen
South Africa,Gauteng,1820,Gauteng
South Africa,Gauteng,1821,Eldoradopark
South Africa,Gauteng,1822,Lenz
South Africa,Gauteng,1823,Lenasia
South Africa,Gauteng,1824,Ennerdale
South Africa,Gauteng,1825,Ennerdale
South Africa,Gauteng,1826,Ennerdale
South Africa,Gauteng,1827,Gauteng
South Africa,Gauteng,1828,Lenasia
South Africa,Gauteng,1829,Lenasia
South Africa,Gauteng,1830,Ennerdale
South Africa,Gauteng,1833,Lenasia
South Africa,Gauteng,1834,Protea glen
South Africa,Gauteng,1835,Lenasia
South Africa,Gauteng,1837,Pimville
South Africa,Gauteng,1838,Lenasia
South Africa,Gauteng,1841,Orange farm
South Africa,Gauteng,1842,Protea gardens
South Africa,Gauteng,1849,Orange Farm
South Africa,Gauteng,1851,Meadowlands
South Africa,Gauteng,1852,Meadowlands
South Africa,Gauteng,1853,Meadowlands
South Africa,Gauteng,1856,Undetermined
South Africa,Gauteng,1860,Tshiawelo
South Africa,Gauteng,1861,Naledi
South Africa,Gauteng,1862,Diepkloof
South Africa,Gauteng,1863,Dobsonville
South Africa,Gauteng,1864,Diepkloof
South Africa,Gauteng,1865,Dobsonville
South Africa,Gauteng,1869,Naledi
South Africa,Gauteng,1870,Orlando
South Africa,Gauteng,1871,Meyerton
South Africa,Gauteng,1872,Meyerton
South Africa,Gauteng,1873,Meyerton
South Africa,Gauteng,1874,Dobsonville
South Africa,Gauteng,1875,Dobsonville
South Africa,Gauteng,1876,Meyerton
South Africa,Gauteng,1884,De deur
South Africa,Gauteng,1904,Vereeniging
South Africa,Gauteng,1907,Mafatsana
South Africa,Gauteng,1913,Sharpeville
South Africa,Gauteng,1918,Meyerton
South Africa,Gauteng,1928,Krugersdorp
South Africa,Gauteng,1930,Vereeniging
South Africa,Gauteng,1931,Redan
South Africa,Gauteng,1932,Deneysville
South Africa,Gauteng,1933,Krugersdorp
South Africa,Gauteng,1934,Vereeniging
South Africa,Gauteng,1935,Vereeniging
South Africa,Gauteng,1937,Vereeniging
South Africa,Gauteng,1938,Meyerton
South Africa,Gauteng,1939,Vereeniging
South Africa,Gauteng,1941,Vereeniging
South Africa,Gauteng,1944,Vereeniging
South Africa,Gauteng,1960,Meyerton
South Africa,Gauteng,1961,Meyerton
South Africa,Gauteng,1962,Meyerton
South Africa,Gauteng,1963,Meyerton
South Africa,Gauteng,1980,Mafatsana
South Africa,Gauteng,1981,Mafatsana
South Africa,Gauteng,1982,Sebokeng
South Africa,Gauteng,1983,Sebokeng
South Africa,Gauteng,1984,Graceland ext 2
South Africa,Gauteng,1985,Undetermined
South Africa,Gauteng,2000,Johannesburg
South Africa,Gauteng,2001,Johannesburg
South Africa,Gauteng,2003,Johannesburg
South Africa,Gauteng,2004,Johannesburg
South Africa,Gauteng,2005,Johannesburg
South Africa,Gauteng,2006,Johannesburg
South Africa,Gauteng,2007,Bedfordview
South Africa,Gauteng,2008,Johannesburg
South Africa,Gauteng,2009,Johannesburg
South Africa,Gauteng,2010,Johannesburg
South Africa,Gauteng,2011,Denver
South Africa,Gauteng,2012,Johannesburg
South Africa,Gauteng,2013,Johannesburg
South Africa,Gauteng,2014,Johannesburg
South Africa,Gauteng,2015,Johannesburg
South Africa,Gauteng,2016,Johannesburg
South Africa,Gauteng,2017,Johannesburg
South Africa,Gauteng,2018,Johannesburg
South Africa,Gauteng,2019,Johannesburg
South Africa,Gauteng,2020,Johannesburg
South Africa,Gauteng,2021,Bryanston
South Africa,Gauteng,2022,Johannesburg
South Africa,Gauteng,2023,Johannesburg
South Africa,Gauteng,2024,Johannesburg
South Africa,Gauteng,2025,Crown mines
South Africa,Gauteng,2026,Johannesburg
South Africa,Gauteng,2028,Johannesburg
South Africa,Gauteng,2029,Emmarentia
South Africa,Gauteng,2030,Johannesburg
South Africa,Gauteng,2031,Bryanston
South Africa,Gauteng,2032,Randburg
South Africa,Gauteng,2033,Johannesburg
South Africa,Gauteng,2034,Johannesburg
South Africa,Gauteng,2035,Johannesburg
South Africa,Gauteng,2036,Johannesburg
South Africa,Gauteng,2037,Johannesburg
South Africa,Gauteng,2038,Johannesburg
South Africa,Gauteng,2040,Johannesburg
South Africa,Gauteng,2041,Johannesburg
South Africa,Gauteng,2042,Johannesburg
South Africa,Gauteng,2043,Johannesburg
South Africa,Gauteng,2044,Johannesburg
South Africa,Gauteng,2047,Johannesburg
South Africa,Gauteng,2048,Johannesburg
South Africa,Gauteng,2049,Johannesburg
South Africa,Gauteng,2050,Johannesburg
South Africa,Gauteng,2051,Johannesburg
South Africa,Gauteng,2052,Bryanston
South Africa,Gauteng,2053,Johannesburg
South Africa,Gauteng,2054,Bramley
South Africa,Gauteng,2055,Bryanston
South Africa,Gauteng,2056,Bryanston
South Africa,Gauteng,2057,Bryanston
South Africa,Gauteng,2058,Johannesburg
South Africa,Gauteng,2059,Johannesburg
South Africa,Gauteng,2060,Bryanston
South Africa,Gauteng,2061,Johannesburg
South Africa,Gauteng,2062,Johannesburg
South Africa,Gauteng,2063,Johannesburg
South Africa,Gauteng,2064,Johannesburg
South Africa,Gauteng,2065,Johannesburg
South Africa,Gauteng,2066,Bramley
South Africa,Gauteng,2067,Magalies view
South Africa,Gauteng,2068,Witkoppen
South Africa,Gauteng,2069,Bryanston
South Africa,Gauteng,2070,Hurlingham view
South Africa,Gauteng,2072,Bryanston
South Africa,Gauteng,2073,Bramley
South Africa,Gauteng,2074,Johannesburg
South Africa,Gauteng,2075,Rosherville
South Africa,Gauteng,2076,Johannesburg
South Africa,Gauteng,2077,Bryanston
South Africa,Gauteng,2078,Johannesburg
South Africa,Gauteng,2080,Woodlands
South Africa,Gauteng,2081,Johannesburg
South Africa,Gauteng,2082,Johannesburg
South Africa,Gauteng,2086,Undetermined
South Africa,Gauteng,2087,Undetermined
South Africa,Gauteng,2090,Bramley
South Africa,Gauteng,2091,Johannesburg
South Africa,Gauteng,2092,Crown mines
South Africa,Gauteng,2093,Johannesburg
South Africa,Gauteng,2094,Denver
South Africa,Gauteng,2095,Johannesburg
South Africa,Gauteng,2100,Johannesburg
South Africa,Gauteng,2101,Johannesburg
South Africa,Gauteng,2102,Johannesburg
South Africa,Gauteng,2103,Johannesburg
South Africa,Gauteng,2104,Johannesburg
South Africa,Gauteng,2105,Johannesburg
South Africa,Gauteng,2106,Johannesburg
South Africa,Gauteng,2107,Johannesburg
South Africa,Gauteng,2108,Johannesburg
South Africa,Gauteng,2109,Johannesburg
South Africa,Gauteng,2110,Johannesburg
South Africa,Gauteng,2111,Marshalltown
South Africa,Gauteng,2112,Johannesburg
South Africa,Gauteng,2113,Johannesburg
South Africa,Gauteng,2114,Florida
South Africa,Gauteng,2115,Johannesburg
South Africa,Gauteng,2116,Johannesburg
South Africa,Gauteng,2117,Johannesburg
South Africa,Gauteng,2118,Johannesburg
South Africa,Gauteng,2119,Johannesburg
South Africa,Gauteng,2120,Johannesburg
South Africa,Gauteng,2121,Johannesburg
South Africa,Gauteng,2122,Johannesburg
South Africa,Gauteng,2123,Johannesburg
South Africa,Gauteng,2124,Johannesburg
South Africa,Gauteng,2125,Randburg
South Africa,Gauteng,2128,Bryanston
South Africa,Gauteng,2129,Johannesburg
South Africa,Gauteng,2130,Johannesburg
South Africa,Gauteng,2131,Johannesburg
South Africa,Gauteng,2132,Johannesburg
South Africa,Gauteng,2134,Johannesburg
South Africa,Gauteng,2135,Johannesburg
South Africa,Gauteng,2136,Johannesburg
South Africa,Gauteng,2137,Johannesburg
South Africa,Gauteng,2139,Johannesburg
South Africa,Gauteng,2140,Johannesburg
South Africa,Gauteng,2141,Johannesburg
South Africa,Gauteng,2142,Johannesburg
South Africa,Gauteng,2143,Johannesburg
South Africa,Gauteng,2144,Bramley
South Africa,Gauteng,2145,Johannesburg
South Africa,Gauteng,2146,Sandton
South Africa,Gauteng,2147,Johannesburg
South Africa,Gauteng,2148,Bramley
South Africa,Gauteng,2149,Johannesburg
South Africa,Gauteng,2151,Johannesburg
South Africa,Gauteng,2152,Bryanston
South Africa,Gauteng,2153,Bloubosrand ext 9
South Africa,Gauteng,2154,Bromhof
South Africa,Gauteng,2155,Johannesburg
South Africa,Gauteng,2156,Johannesburg
South Africa,Gauteng,2157,Johannesburg
South Africa,Gauteng,2158,Johannesburg
South Africa,Gauteng,2159,Johannesburg
South Africa,Gauteng,2160,Johannesburg
South Africa,Gauteng,2161,Johannesburg
South Africa,Gauteng,2162,North riding
South Africa,Gauteng,2163,Johannesburg
South Africa,Gauteng,2164,Johannesburg
South Africa,Gauteng,2165,Bryanston
South Africa,Gauteng,2167,Randburg
South Africa,Gauteng,2168,Ridge terrace
South Africa,Gauteng,2169,Johannesburg
South Africa,Gauteng,2170,Johannesburg
South Africa,Gauteng,2171,Johannesburg
South Africa,Gauteng,2172,Sandton
South Africa,Gauteng,2188,Bloubosrand ext 9
South Africa,Gauteng,2189,Bryanston
South Africa,Gauteng,2190,Johannesburg
South Africa,Gauteng,2191,Bryanston
South Africa,Gauteng,2192,Johannesburg
South Africa,Gauteng,2193,Johannesburg
South Africa,Gauteng,2194,Johannesburg
South Africa,Gauteng,2195,Emmarentia
South Africa,Gauteng,2196,Bryanston
South Africa,Gauteng,2197,Johannesburg
South Africa,Gauteng,2198,Johannesburg
South Africa,Gauteng,2200,Sundra
South Africa,Gauteng,2202,Undetermined
South Africa,Gauteng,2210,Delmas
South Africa,Gauteng,2211,Delmas
South Africa,Gauteng,2212,Botleng
South Africa,Gauteng,2213,Delmas
South Africa,Gauteng,2214,Undetermined
South Africa,Mpumalanga,2225,Witbank
South Africa,Mpumalanga,2226,Witbank
South Africa,Mpumalanga,2230,Witbank
South Africa,Mpumalanga,2231,Kriel
South Africa,Mpumalanga,2232,Ogies
South Africa,Mpumalanga,2233,Ogies
South Africa,Mpumalanga,2245,Van dyksdrif
South Africa,Mpumalanga,2250,Blinkpan
South Africa,Mpumalanga,2260,Devon
South Africa,Mpumalanga,2265,Leslie
South Africa,Mpumalanga,2266,Evander
South Africa,Mpumalanga,2267,Impumelelo
South Africa,Mpumalanga,2270,Evander
South Africa,Mpumalanga,2271,Kriel
South Africa,Mpumalanga,2272,Kriel
South Africa,Mpumalanga,2275,Kriel
South Africa,Mpumalanga,2276,Kriel
South Africa,Mpumalanga,2280,Evander
South Africa,Mpumalanga,2284,Evander
South Africa,Mpumalanga,2285,Embalenhle
South Africa,Mpumalanga,2300,Secunda
South Africa,Mpumalanga,2301,Secunda
South Africa,Mpumalanga,2302,Colliery
